Date/Time,selected_strategy,selected_strategy_name,clean_energy_kwh,degraded_energy_kwh,controlled_energy_kwh,excess_before_kwh,excess_after_kwh,recovered_energy_kwh,recovery_fraction,severity_score,uncertainty_score,energy_term,comfort_penalty,degradation_penalty,maintenance_cost,robustness_penalty,switching_penalty,objective
2024-01-11,S5,Robust uncertainty-aware control,3417.776954142873,3756.965608411232,3641.744243103603,339.1886542683592,223.96728896073,115.22136530762918,0.3396969912102907,0.3308082600857557,0.2,0.06553010684013394,0.04107502986354717,0.27126277327031967,0.0,0.006,0.07,0.08091297004131766
2024-01-12,S4,Maintenance-triggered control,3411.231977635433,3871.725622585079,3669.3698262619755,460.49364494964584,258.13784862654256,202.35579632310328,0.4394323321122716,0.44997784570570964,0.2,0.07567290947051811,0.049875277635346646,0.2024900305675693,0.22,0.014000000000000002,0.05,0.09888136937393788
2024-01-13,S4,Maintenance-triggered control,3617.999082783784,4050.462479194142,3877.8205471626375,432.46339641035775,259.8214643788533,172.64193203150444,0.399205883005384,0.39843698732837435,0.2,0.07181357939398365,0.044692339980991265,0.17929664429776843,0.22,0.014000000000000002,0.05,0.09262907536815616
2024-01-14,S4,Maintenance-triggered control,2966.1983231820973,3450.832701705628,3199.8584637176264,484.6343785235308,233.66014053552908,250.97423798800173,0.5178630512193763,0.5446189878088592,0.2,0.07877428110904656,0.06024744664529875,0.2450785445139866,0.22,0.014000000000000002,0.05,0.10873969750522869
2024-01-15,S5,Robust uncertainty-aware control,3017.7930889196195,3310.9934211989967,3211.638711968972,293.2003322793771,193.84562304935253,99.35470923002458,0.3388628807396923,0.32385733949743595,0.2,0.06423423254599273,0.040896443504722345,0.2655630183878975,0.0,0.006,0.07,0.07943914610482582
2024-01-16,S5,Robust uncertainty-aware control,3361.983724935741,3685.450159415888,3575.9615627134367,323.46643448014675,213.97783777769564,109.4885967024511,0.3384851874303858,0.32070989525321525,0.2,0.06364630387429537,0.040815703734526046,0.2629821141076365,0.0,0.006,0.07,0.0787712946064836
2024-01-17,S5,Robust uncertainty-aware control,3222.539058204068,3548.868584859074,3437.7514591496306,326.3295266550058,215.21240094556242,111.11712570944337,0.34050588939478926,0.3375490782899105,0.2,0.06678348875172394,0.04124858365430424,0.27679024419772663,0.0,0.006,0.07,0.08234082329879562
2024-01-18,S5,Robust uncertainty-aware control,3616.699138968543,3906.0350700860263,3809.975540955022,289.33593111748314,193.27640198647896,96.05952913100418,0.33199999999999996,0.26666666666666644,0.2,0.05344,0.03944159999999999,0.2186666666666665,0.0,0.006,0.07,0.06725631999999998
2024-01-19,S5,Robust uncertainty-aware control,3246.373570165656,3579.017565864945,3465.590442964586,332.643995699289,219.21687279893013,113.42712290035888,0.3409865332512937,0.3415544437607806,0.2,0.06752669341986539,0.04135187902556287,0.2800746438838401,0.0,0.006,0.07,0.08318858442662803
2024-01-20,S5,Robust uncertainty-aware control,3091.765924639199,3392.1285676101943,3290.3477763216624,300.36264297099524,198.58185168246337,101.78079128853187,0.33885968734920274,0.3238307279100231,0.2,0.0642292646089103,0.04089576052246292,0.26554119688621897,0.0,0.006,0.07,0.07943350071143508
2024-01-21,S4,Maintenance-triggered control,3952.149281420892,4414.525726659245,4232.9172026587785,462.3764452383534,280.76792123788664,181.6085240004668,0.3927720061666381,0.38997889697806665,0.2,0.07104183097480161,0.04387238442852565,0.17549050364012997,0.22,0.014000000000000002,0.05,0.09154687637038536
2024-01-22,S4,Maintenance-triggered control,3442.04163946124,3858.7222258871498,3690.7600656200875,416.68058642590995,248.7184261588477,167.96216026706225,0.4030957182521088,0.40352076865164466,0.2,0.07225898237471001,0.04518929664728922,0.18158434589324007,0.22,0.014000000000000002,0.05,0.09327205328206337
2024-01-23,S4,Maintenance-triggered control,3527.6759272122213,4073.349959349701,3804.2254190160183,545.6740321374796,276.5494918037971,269.1245403336825,0.49319653214847914,0.5156123969402368,0.2,0.07839424525096411,0.056948600597958615,0.23202557862310652,0.22,0.014000000000000002,0.05,0.10595096727599156
2024-01-24,S4,Maintenance-triggered control,3077.9597019251955,3491.0386784025523,3310.382659212699,413.0789764773567,232.42295728750332,180.6560191898534,0.43734014432408674,0.44735151039500287,0.2,0.07551202088257618,0.04960335765600114,0.20130817967775128,0.22,0.014000000000000002,0.05,0.0985773078800222
2024-01-25,S5,Robust uncertainty-aware control,3340.360390712858,3676.100868780136,3561.880580797319,335.74047806727776,221.52019008446086,114.2202879828169,0.3402041024077199,0.33503418673099944,0.2,0.06631625458748383,0.04118379142234896,0.27472803311941957,0.0,0.006,0.07,0.08180827781675047
2024-01-26,S5,Robust uncertainty-aware control,3535.5678999610286,3865.651662214111,3754.299768143088,330.08376225308257,218.73186818205932,111.35189407102325,0.33734435559919196,0.31120296332659975,0.2,0.06186612006078863,0.04057230369900216,0.2551864299278118,0.0,0.006,0.07,0.07675217925632709
2024-01-27,S4,Maintenance-triggered control,3155.934239629772,3546.922929359236,3386.473487861392,390.9886897294641,230.53924823162015,160.44944149784396,0.4103684984055768,0.41296666326749537,0.2,0.07304944613125561,0.046120905125456996,0.1858349984703729,0.22,0.014000000000000002,0.05,0.09445168155471237
2024-01-28,S5,Robust uncertainty-aware control,3613.208496747609,3916.654127011364,3815.426810787936,303.445630263755,202.2183140403272,101.2273162234278,0.33359292778558425,0.2799410648798691,0.2,0.05596641163175384,0.039776971917957024,0.22955167320149267,0.0,0.006,0.07,0.07009303059810454
2024-01-29,S4,Maintenance-triggered control,3319.9000685041465,3828.8312374927473,3579.8023461302005,508.9311689886008,259.902277626054,249.0288913625468,0.48931742942261114,0.5109904500006139,0.2,0.07828617496404301,0.056432838945875224,0.22994570250027624,0.22,0.014000000000000002,0.05,0.10548720189803584
2024-01-30,S4,Maintenance-triggered control,3412.502061352208,3886.663226675966,3673.289325318746,474.16116532375827,260.7872639665379,213.37390135722035,0.4500029039947385,0.4631608096727629,0.2,0.07642113009103961,0.05125300168055279,0.20842236435274328,0.22,0.014000000000000002,0.05,0.10038346352998986
2024-01-31,S5,Robust uncertainty-aware control,3319.742664153301,3660.654146846766,3544.3771299803,340.9114826934647,224.63446582699908,116.2770168664656,0.34107685651356523,0.3423071376130435,0.2,0.06766622854614907,0.041371304617646217,0.28069185284269565,0.0,0.006,0.07,0.08334784169570068
2024-02-01,S5,Robust uncertainty-aware control,4056.508442989029,4381.029118428151,4273.288254182363,324.52067543912244,216.7798111933339,107.74086424578854,0.332,0.2666666666666668,0.2,0.05344000000000005,0.03944160000000001,0.21866666666666676,0.0,0.006,0.07,0.06725632000000005
2024-02-02,S4,Maintenance-triggered control,3497.671869307499,3997.4186987261614,3767.222847067651,499.7468294186624,269.5509777601519,230.1958516585105,0.46062493668301807,0.4762661641724241,0.2,0.07706582773687118,0.052643895819787415,0.21431977387759082,0.22,0.014000000000000002,0.05,0.10183636772718813
2024-02-03,S4,Maintenance-triggered control,3185.629250894259,3538.09352311063,3405.259008126922,352.4642722163712,219.629757232663,132.83451498370823,0.37687370169014883,0.36880654177133,0.2,0.06894391654992786,0.04185717476716199,0.16596294379709847,0.22,0.014000000000000002,0.05,0.08877063897046471
2024-02-04,S4,Maintenance-triggered control,3751.25257786906,4278.22426206658,4038.9134036837822,526.9716841975201,287.6608258147221,239.31085838279796,0.4541247007364805,0.46826286532170547,0.2,0.07668393952244372,0.05179196208105484,0.21071828939476744,0.22,0.014000000000000002,0.05,0.10095390861052575
2024-02-05,S5,Robust uncertainty-aware control,3140.107207425346,3391.315784019374,3307.914536590157,251.20857659402782,167.80732916481065,83.40124742921716,0.332,0.26666666666666683,0.2,0.05344000000000005,0.03944160000000001,0.21866666666666681,0.0,0.006,0.07,0.06725632000000005
2024-02-06,S5,Robust uncertainty-aware control,3571.214648141701,3929.351430083492,3807.5441960739486,358.13678194179056,236.32954793224735,121.80723400954321,0.3401137223300928,0.33428101941743993,0.2,0.0661762372797229,0.04116439699631621,0.2741104359223008,0.0,0.006,0.07,0.08164875156348367
2024-02-07,S4,Maintenance-triggered control,2923.173218239979,3255.6094714123483,3127.7703795786665,332.4362531723691,204.59716133868733,127.83909183368178,0.38455219794393714,0.3790814848033838,0.2,0.06999145998671737,0.04282851833982349,0.17058666816152268,0.22,0.014000000000000002,0.05,0.09012986088621591
2024-02-08,S4,Maintenance-triggered control,3115.459798697086,3473.111255647086,3334.6124700130854,357.65145695,219.1526713159992,138.4987856340008,0.3872451319368265,0.3826631059932931,0.2,0.07034360430766941,0.04317004594271451,0.1721983976969819,0.22,0.014000000000000002,0.05,0.09059839078154142
2024-02-09,S5,Robust uncertainty-aware control,3576.1371723334355,3948.190951375185,3821.0917410547318,372.0537790417493,244.95456872129625,127.09921032045304,0.34161515748558197,0.34679297904651646,0.2,0.06849697226839399,0.041487168682425725,0.2843702428181435,0.0,0.006,0.07,0.08429660767998397
2024-02-10,S4,Maintenance-triggered control,3742.102856699853,4220.469549967263,4019.2743650199127,478.3666932674105,277.17150832005973,201.19518494735075,0.4205877787458772,0.4261121902007083,0.2,0.07406838318829544,0.04743530526177943,0.1917504855903187,0.22,0.014000000000000002,0.05,0.09606040632563664
2024-02-11,S5,Robust uncertainty-aware control,3575.777308700769,3900.645709225286,3791.3791431598083,324.8684005245168,215.6018344590393,109.26656606547749,0.3363410103569962,0.3028417529749685,0.2,0.06029509554032507,0.040358828478007786,0.2483302374394742,0.0,0.006,0.07,0.07497409430466898
2024-02-12,S4,Maintenance-triggered control,3493.7950145938653,3883.1245729603497,3735.630398745429,389.32955836648443,241.83538415156363,147.4941742149208,0.3788414494747432,0.37144857930533354,0.2,0.06921853833479,0.04210574849315532,0.16715186068740007,0.22,0.014000000000000002,0.05,0.08912227105239658
2024-02-13,S4,Maintenance-triggered control,3442.598577286556,3846.9580700254446,3687.662705817616,404.35949273888855,245.06412853105985,159.2953642078287,0.39394491057661996,0.39152545541881845,0.2,0.07118579846861452,0.0440216748733651,0.1761864549384683,0.22,0.014000000000000002,0.05,0.09174591252631979
2024-02-14,S4,Maintenance-triggered control,3094.129471469432,3485.197696265615,3322.1869390062334,391.06822479618313,228.0574675368016,163.01075725938153,0.41683457495003456,0.4213012937372453,0.2,0.0737065044109143,0.04695184586602939,0.18958558218176036,0.22,0.014000000000000002,0.05,0.09547613348538136
2024-02-15,S4,Maintenance-triggered control,3326.8039752220566,3762.639167104369,3575.7119821821702,435.8351918823123,248.90800696011365,186.92718492219865,0.4288941976321047,0.4366905846456045,0.2,0.07481895801916,0.0485082415006626,0.196510763090522,0.22,0.014000000000000002,0.05,0.09732679387233283
2024-02-16,S5,Robust uncertainty-aware control,3409.950059460968,3719.933843953238,3615.6669955338016,309.98378449226993,205.7169360728335,104.26684841943643,0.33636226678830256,0.3030188899025215,0.2,0.06032843076457033,0.040363345329393764,0.24847548972006767,0.0,0.006,0.07,0.07501178636794556
2024-02-17,S5,Robust uncertainty-aware control,3870.974499941006,4189.209516196457,4083.2740986139747,318.2350162554512,212.29959867296884,105.93541758248239,0.33288422760318376,0.2740352300265314,0.2,0.05484396724292664,0.039627591230503814,0.22470888862175578,0.0,0.006,0.07,0.06883163679868112
2024-02-18,S4,Maintenance-triggered control,3662.9294607006814,4191.857605361292,3946.0312885099756,528.928144660611,283.10182780929426,245.82631685131673,0.4647631617505479,0.48133436214141784,0.2,0.07728836464001677,0.053187510575295645,0.216600462963638,0.22,0.014000000000000002,0.05,0.10238733564761238
2024-02-19,S4,Maintenance-triggered control,3037.246289655094,3413.7118032577027,3259.164375690975,376.46551360260855,221.9180860358806,154.54742756672795,0.4105221381044369,0.4131653891935552,0.2,0.0730655550693195,0.04614061997931839,0.18592442513709984,0.22,0.014000000000000002,0.05,0.09447628754762244
2024-02-20,S5,Robust uncertainty-aware control,3670.0042391132206,4038.9723132340423,3913.444040047158,368.9680741208217,243.43980093393748,125.52827318688423,0.3402144575407875,0.3351204795065624,0.2,0.06633229420812865,0.04118601379030904,0.27479879319538114,0.0,0.006,0.07,0.08182655413102688
2024-02-21,S4,Maintenance-triggered control,3464.1794639379887,3989.034078392181,3734.828113099777,524.8546144541924,270.6486491617884,254.20596529240402,0.48433596331578066,0.5050302386831805,0.2,0.07812777945808907,0.05577172554626457,0.2272636074074312,0.22,0.014000000000000002,0.05,0.10488138697650767
2024-02-22,S4,Maintenance-triggered control,3383.8549834199143,3791.020985640469,3627.6532217203585,407.1660022205547,243.79823830044415,163.36776392011052,0.40123134797393273,0.40108693015862223,0.2,0.07204748415490546,0.04495099428666139,0.18048911857137998,0.22,0.014000000000000002,0.05,0.09296493451274673
2024-02-23,S4,Maintenance-triggered control,3777.962099648393,4322.516781318606,4069.8145916298604,544.5546816702131,291.8524919814672,252.70218968874588,0.4640529191920246,0.48046598254730477,0.2,0.07725130223212914,0.053094141172408696,0.21620969214628713,0.22,0.014000000000000002,0.05,0.10229336806088292
2024-02-24,S4,Maintenance-triggered control,3911.584662665886,4381.409285479097,4193.158503404223,469.82462281321114,281.5738407383369,188.25078207487422,0.40068309095353094,0.4003702363882099,0.2,0.07198459576391585,0.044880956610607814,0.18016660637469445,0.22,0.014000000000000002,0.05,0.09287425037208787
2024-02-25,S4,Maintenance-triggered control,3889.790079117392,4529.305746672866,4196.24626023075,639.515667555474,306.4561811133576,333.0594864421164,0.5207995727692245,0.548029289111477,0.2,0.07878476084315934,0.06064235986595083,0.24661318010016461,0.22,0.014000000000000002,0.05,0.10905359136763657
2024-02-26,S4,Maintenance-triggered control,3367.055261927705,3899.563897101364,3631.731812084378,532.5086351736591,264.6765501566729,267.8320850169862,0.5029628954836427,0.5271754235764928,0.2,0.0786077238319933,0.05825077987245973,0.23722894060942176,0.22,0.014000000000000002,0.05,0.1070879727903022
2024-02-27,S4,Maintenance-triggered control,3534.762026306936,3939.6220195743726,3783.108351517629,404.8599932674365,248.34632521069307,156.51366805674343,0.38658714286288126,0.3817890146062891,0.2,0.07025828708196274,0.04308655601628054,0.17180505657283007,0.22,0.014000000000000002,0.05,0.09048429887606385
2024-02-28,S4,Maintenance-triggered control,3735.898153762402,4265.959012771687,4023.2328420755653,530.0608590092852,287.33468831316304,242.72617069612215,0.4579213246376873,0.47294370919923134,0.2,0.07691180982109748,0.05228926275763593,0.2128246691396541,0.22,0.014000000000000002,0.05,0.10147186734196917
2024-02-29,S4,Maintenance-triggered control,3938.461547934152,4471.009138845959,4236.673574883406,532.5475909118068,298.2120269492543,234.33556396255244,0.44002746038402324,0.45072387143244197,0.2,0.07571789728547076,0.0499526724528285,0.20282574214459886,0.22,0.014000000000000002,0.05,0.09896744959071738
2024-03-01,S4,Maintenance-triggered control,3511.60737454303,4044.1590489196087,3786.0095612415153,532.5516743765788,274.40218669848537,258.14948767809346,0.4847407305221436,0.5055155826334187,0.2,0.07814147694521051,0.055825392836695874,0.22748201218503838,0.22,0.014000000000000002,0.05,0.10493104502043966
2024-03-02,S5,Robust uncertainty-aware control,3609.503506320574,3973.5499079709207,3849.649227114178,364.0464016503465,240.1457207936037,123.90068085674284,0.34034309993192885,0.33619249943274065,0.2,0.06653151060058159,0.041213627307728644,0.27567784953484736,0.0,0.006,0.07,0.08205358266203455
2024-03-03,S4,Maintenance-triggered control,3343.4192616002656,3803.9275161079145,3598.195502314787,460.50825450764887,254.77624071452146,205.7320137931274,0.4467498937952481,0.4591190619302659,0.2,0.07620230093206365,0.05082833114422642,0.20660357786861963,0.22,0.014000000000000002,0.05,0.09992723832856687
2024-03-04,S4,Maintenance-triggered control,3326.8503237734103,3814.2322853970527,3584.916917228487,487.3819616236424,258.0665934550766,229.31536816856578,0.4705044220443345,0.48833171938519876,0.2,0.07757084579698494,0.053943309206290924,0.2197492737233394,0.22,0.014000000000000002,0.05,0.10313793350840232
2024-03-05,S5,Robust uncertainty-aware control,3940.133538085604,4275.471998604533,4163.454412539184,335.33846051892897,223.32087445358002,112.01758606534895,0.33404335992955814,0.28369466607965116,0.2,0.05667850398849302,0.03987205813414564,0.23262962618531396,0.0,0.006,0.07,0.0708941823494481
2024-03-06,S5,Robust uncertainty-aware control,4114.17904366315,4518.891657589931,4381.553209158528,404.71261392678116,267.3741654953783,137.33844843140287,0.33934807986056303,0.32790066550469193,0.2,0.06498846128420212,0.04100028000505452,0.2688785457138474,0.0,0.006,0.07,0.08029664543597897
2024-03-07,S5,Robust uncertainty-aware control,3696.899766533756,3993.223089869412,3894.8254282580524,296.3233233356559,197.92566172429633,98.39766161135958,0.33206181850188393,0.2671818208490328,0.2,0.05353828186417753,0.03945458911816578,0.21908909309620692,0.0,0.006,0.07,0.06736650862694409
2024-03-08,S4,Maintenance-triggered control,4031.019646935152,4513.616694676081,4320.728018078668,482.59704774092916,289.70837114351616,192.888676597413,0.3996888864122537,0.39906945802811566,0.2,0.071869749224315,0.044753997459637346,0.17958125611265202,0.22,0.014000000000000002,0.05,0.09270937505976704
2024-03-09,S4,Maintenance-triggered control,3850.165371336437,4397.1892849255,4146.406467492595,547.0239135890629,296.2410961561577,250.78281743290518,0.4584494593435622,0.4735934354590978,0.2,0.07694243430726432,0.052358505567402736,0.213117045956594,0.22,0.014000000000000002,0.05,0.10154335344523858
2024-03-10,S4,Maintenance-triggered control,3560.1077640461317,4129.733045442755,3840.245822241566,569.625281396623,280.1380581954345,289.4872232011885,0.5082064168419906,0.5333408603987808,0.2,0.07868808383402758,0.05895205911275973,0.24000338717945136,0.22,0.014000000000000002,0.05,0.10768055762478207
2024-03-11,S4,Maintenance-triggered control,3874.2822923261056,4375.043288810466,4162.574117624018,500.7609964843605,288.2918252979125,212.46917118644797,0.42429257206153786,0.43084194585427354,0.2,0.07441167254872982,0.047913348326909015,0.19387887563442308,0.22,0.014000000000000002,0.05,0.09662975365747369
2024-03-12,S4,Maintenance-triggered control,4239.74167347358,4935.643250498724,4573.759936402495,695.9015770251444,334.01826292891565,361.8833140962288,0.5200208277199416,0.5471257689897563,0.2,0.07878269211983797,0.06053758662970305,0.2462065960453903,0.22,0.014000000000000002,0.05,0.10897071818667625
2024-03-13,S5,Robust uncertainty-aware control,3780.29346300663,4153.200655429296,4026.6143200312254,372.9071924226655,246.32085702459517,126.58633539807033,0.33945801521198055,0.32881679343317116,0.2,0.06515918920979367,0.041023825043535196,0.2696297706152004,0.0,0.006,0.07,0.08049086574539425
2024-03-14,S5,Robust uncertainty-aware control,4273.384654618698,4667.583543510788,4534.77870700119,394.1988888920905,261.3940523824922,132.80483650959832,0.33689804880691354,0.3074837400576131,0.2,0.061167920397705376,0.04047727754691414,0.25213666684724273,0.0,0.006,0.07,0.07596151971543667
2024-03-15,S4,Maintenance-triggered control,3031.2541842631244,3422.961110049196,3256.7933683542446,391.7069257860717,225.5391840911202,166.16774169495147,0.42421445921970513,0.43074241658742407,0.2,0.07440457658154033,0.047903260761439206,0.1938340874643408,0.22,0.014000000000000002,0.05,0.09661782473363212
2024-03-16,S4,Maintenance-triggered control,4077.166591555755,4646.470377717128,4389.234653037218,569.303786161373,312.0680614814628,257.23572467991016,0.45184263820616005,0.46544070363346735,0.2,0.07654042445255704,0.051493442484364334,0.20944831663506028,0.22,0.014000000000000002,0.05,0.10063912699578258
2024-03-17,S4,Maintenance-triggered control,3870.356076525418,4378.201068252214,4160.113045334602,507.84499172679625,289.7569688091844,218.08802291761185,0.4294381680836498,0.4373800770829938,0.2,0.07486571340725617,0.04857864778012917,0.19682103468734718,0.22,0.014000000000000002,0.05,0.0974084557923932
2024-03-18,S5,Robust uncertainty-aware control,3768.409814144,4097.062009584798,3987.0013276780037,328.6521954407981,218.59151353400375,110.06068190679434,0.3348849739438917,0.2907081161990976,0.2,0.05800630088414552,0.0400500218711423,0.23838065528326005,0.0,0.006,0.07,0.07238993806458295
2024-03-19,S4,Maintenance-triggered control,3899.730152894144,4412.585477611385,4191.945731388824,512.8553247172408,292.21557849468036,220.63974622256046,0.4302183005396474,0.43836821575686946,0.2,0.07493225608900544,0.048679650917770274,0.19726569709059125,0.22,0.014000000000000002,0.05,0.0975252999871952
2024-03-20,S5,Robust uncertainty-aware control,3290.236808481253,3637.552832462928,3518.6930114671704,347.31602398167524,228.45620298591757,118.85982099575767,0.3422238330185107,0.35186527515425614,0.2,0.06943457759545615,0.04161837217662647,0.28852952562649004,0.0,0.006,0.07,0.08536866319725407
2024-03-21,S4,Maintenance-triggered control,3835.122902669551,4409.58267122796,4134.091046570406,574.4597685584095,298.96814390085547,275.491624657554,0.47956643743545796,0.49929713956801725,0.2,0.07795529673710061,0.055140028256876264,0.22468371280560773,0.22,0.014000000000000002,0.05,0.1042904461039117
2024-03-22,S4,Maintenance-triggered control,4022.8823481685695,4601.901167579528,4333.534661415568,579.0188194109587,310.65231324699835,268.36650616396037,0.4634849458554258,0.4797711104448605,0.2,0.07722132698919815,0.0530194951999686,0.2158969997001872,0.22,0.014000000000000002,0.05,0.10221804614016097
2024-03-23,S4,Maintenance-triggered control,4374.043656295816,4881.475560067039,4683.429959847982,507.431903771223,309.3863035521663,198.04560021905672,0.3902900049192538,0.3866993135294437,0.2,0.07073233096492958,0.04355674680131574,0.17401469108824966,0.22,0.014000000000000002,0.05,0.09112310195771892
2024-03-24,S4,Maintenance-triggered control,3790.3195788610665,4268.710834921493,4069.5197992926483,478.3912560604267,279.2002204315818,199.19103562884493,0.4163768319454494,0.4207132108582218,0.2,0.07366139308904322,0.04689294021138728,0.18932094488619977,0.22,0.014000000000000002,0.05,0.09540435666527687
2024-03-25,S4,Maintenance-triggered control,3718.571618332863,4146.426326154591,3980.4623772158025,427.85470782172797,261.8907588829393,165.9639489387887,0.3878979146536349,0.3835296199149598,0.2,0.07042778404261366,0.04325290165855091,0.1725883289617319,0.22,0.014000000000000002,0.05,0.09071133249514612
2024-03-26,S4,Maintenance-triggered control,3826.10095500441,4353.4738895887285,4117.72897886608,527.3729345843185,291.62802386167004,235.74491072264846,0.44701746195690806,0.45945201201459207,0.2,0.07622068191385031,0.05086323836474354,0.20675340540656642,0.22,0.014000000000000002,0.05,0.09996496534516632
2024-03-27,S4,Maintenance-triggered control,4266.94179082624,4954.306834441102,4602.854312481456,687.3650436148619,335.91252165521564,351.4525219596462,0.5113040373879838,0.5369693153479541,0.2,0.07872442093712517,0.059367041105524494,0.24163619190657934,0.22,0.014000000000000002,0.05,0.10802482642879813
2024-03-28,S4,Maintenance-triggered control,4106.819644205776,4596.618314942718,4401.41971822323,489.79867073694186,294.60007401745406,195.1985967194878,0.3985282288042876,0.39754904700850313,0.2,0.0717343588324116,0.0446058584074427,0.1788970711538264,0.22,0.014000000000000002,0.05,0.09251619382914772
2024-03-29,S4,Maintenance-triggered control,3865.314770767783,4456.407901467639,4167.794010975178,591.0931306998559,302.4792402073949,288.613890492461,0.48827143389526617,0.5097412636525888,0.2,0.07825474978000621,0.056293906321103655,0.2293835686436649,0.22,0.014000000000000002,0.05,0.10536095396177325
2024-03-30,S4,Maintenance-triggered control,4194.442191696692,4744.16469601343,4508.315928646494,549.7225043167382,313.87373694980215,235.84876736693604,0.42903240364895967,0.4368658009758466,0.2,0.07483086489334526,0.04852612790483684,0.19658961043913095,0.22,0.014000000000000002,0.05,0.09734755634884237
2024-03-31,S4,Maintenance-triggered control,4085.970159628437,4601.551672305662,4386.916378890911,515.5815126772245,300.94621926247373,214.63529341475078,0.4162974973641484,0.42061125635183266,0.2,0.07365355289081227,0.046882732137888586,0.18927506535832467,0.22,0.014000000000000002,0.05,0.09539190503219194
2024-04-01,S4,Maintenance-triggered control,4363.986273032499,4984.466284572134,4699.832803926945,620.4800115396347,335.846530894446,284.6334806451887,0.4587311039060079,0.4739397825133152,0.2,0.07695865886880275,0.05239543797911999,0.21327290213099181,0.22,0.014000000000000002,0.05,0.101581419406434
2024-04-02,S4,Maintenance-triggered control,3879.478773843658,4355.412754649186,4161.585997502334,475.93398080552834,282.10722365867605,193.8267571468523,0.4072555542657327,0.40893292505717105,0.2,0.07271781600165159,0.04572176157812324,0.18401981627572694,0.22,0.014000000000000002,0.05,0.0939503419577269
2024-04-03,S4,Maintenance-triggered control,4008.649080106218,4546.617162999974,4311.347279596678,537.9680828937562,302.69819949045996,235.26988340329626,0.4373305608350739,0.447339467023557,0.2,0.07551127410794443,0.049602112683419644,0.2013027601606006,0.22,0.014000000000000002,0.05,0.09857590990934902
2024-04-04,S4,Maintenance-triggered control,4006.314402254879,4490.933268167788,4295.700004964493,484.61886591290886,289.385602709614,195.23326320329488,0.40285939515689556,0.40321254337914686,0.2,0.07223237461012513,0.045159078356051464,0.18144564452061607,0.22,0.014000000000000002,0.05,0.09323323092385902
